account,session,url,reel_like_count,reel_comment_count,reel_duration,watch_time_seconds,watch_time_percentage,liked,positive_comment,followed,shared,saved,visited_profile,negative_comment,not_interested,datetime
minesweeper_enthusiast,0,reels/C95g-r4SrJC/,1,1,14.333333,7.1666665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:52:50
minesweeper_enthusiast,0,reels/C9lsSAKpWKk/,1,1,6.362267,3.1811335,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:52:53
minesweeper_enthusiast,0,reels/C8xjKqeS3Cv/,1,1,21.166666666666668,10.583333333333334,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:03
minesweeper_enthusiast,0,reels/C9uhPBEPDkP/,1,1,14.975418,7.487709,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:10
minesweeper_enthusiast,0,reels/C8Iwg3bx4T9/,1,1,11.499999,5.7499995,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:16
minesweeper_enthusiast,0,reels/C8NF3VJvszx/,1,1,5.033333,2.5166665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:18
minesweeper_enthusiast,0,reels/C9k8o7ZSSPW/,1,1,6.709114,3.354557,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:21
minesweeper_enthusiast,0,reels/C9CQLGeN2hO/,1,1,3.065033,1.5325165,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:23
minesweeper_enthusiast,0,reels/C9m4VbGP3ed/,1,1,26.24,13.12,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:36
minesweeper_enthusiast,0,reels/C8GHptrIhkJ/,1,1,34.833333333333336,17.416666666666668,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:53:53
minesweeper_enthusiast,0,reels/C8cECKMy39u/,1,1,41.43333333333333,20.716666666666665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:54:13
minesweeper_enthusiast,0,reels/C9-0EkAvSXL/,1,1,20.561914,10.280957,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:54:23
minesweeper_enthusiast,0,reels/C9I20YLxlnv/,1,1,8.218411,4.1092055,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:54:27
minesweeper_enthusiast,0,reels/C-DhPdURR1g/,1,1,8.241539,4.1207695,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:54:31
minesweeper_enthusiast,0,reels/C-FjSROPUiJ/,1,1,3.206895,1.6034475,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:54:32
minesweeper_enthusiast,0,reels/C-D2WwnRcO1/,1,1,9.899999,4.9499995,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:54:36
minesweeper_enthusiast,0,reels/C-EzYRlOyH1/,1,1,59.89322655989323,29.946613279946614,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:06
minesweeper_enthusiast,0,reels/C9_P-_aP_gP/,1,1,3.233333,1.6166665,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:07
minesweeper_enthusiast,0,reels/C9r0veno7gJ/,1,1,32.5,16.25,0.5,0,0,0,0,0,0,0,0,2024-08-01 20:55:23
